1|sit
2|sit(phone)
3|walk
4|walk(phone)
1|AK09918C|[-6.4799957,1.1399994,-33.59999]|1689109943839
1|AK09918C|[1.5,-8.279999,-30.719986]|1689109943859
1|AK09918C|[9.899994,-17.939987,-28.199997]|1689109943879
1|AK09918C|[18.359985,-27.479996,-25.259995]|1689109943899
1|AK09918C|[18.59999,-27.119995,-25.799988]|1689109943919
1|AK09918C|[18.479996,-26.759995,-26.039993]|1689109943939
1|AK09918C|[18.899994,-26.819992,-26.219986]|1689109943959
1|AK09918C|[18.719986,-26.519989,-26.819992]|1689109943979
1|AK09918C|[18.779999,-26.64,-26.339996]|1689109943999
1|AK09918C|[19.199997,-26.939987,-26.519989]|1689109944019
1|AK09918C|[18.719986,-26.64,-26.459991]|1689109944039
1|AK09918C|[18.899994,-26.279999,-25.979996]|1689109944059
1|AK09918C|[18.719986,-26.09999,-26.459991]|1689109944079
1|AK09918C|[18.59999,-25.979996,-26.339996]|1689109944099
1|AK09918C|[18.59999,-25.979996,-26.399994]|1689109944119
1|AK09918C|[18.839996,-26.339996,-26.699997]|1689109944139
1|AK09918C|[18.839996,-26.219986,-26.699997]|1689109944159
1|AK09918C|[19.199997,-26.699997,-26.819992]|1689109944179
1|AK09918C|[19.079987,-26.459991,-26.519989]|1689109944200
1|AK09918C|[18.659988,-26.699997,-26.64]|1689109944219
1|AK09918C|[18.479996,-26.579987,-27.059998]|1689109944239
1|AK09918C|[18.419998,-25.979996,-27.419998]|1689109944259
1|AK09918C|[18.719986,-26.279999,-27.23999]|1689109944279
1|AK09918C|[18.779999,-26.159988,-27.119995]|1689109944299
1|AK09918C|[18.959991,-26.279999,-26.519989]|1689109944319
1|AK09918C|[19.019989,-26.579987,-26.459991]|1689109944339
1|AK09918C|[18.959991,-26.759995,-26.699997]|1689109944359
1|AK09918C|[19.14,-26.819992,-26.819992]|1689109944379
1|AK09918C|[19.259995,-26.699997,-27.119995]|1689109944399
