statusId|x|y|z|timestamp
1|1.3799896|-2.1599884|-22.559998|1689110105120
1|-1.3799896|-4.319992|-21.959991|1689110105139
1|-4.199997|-6.899994|-21.539993|1689110105159
1|-7.5599976|-9.599991|-21.23999|1689110105179
1|-7.799988|-9.059998|-21.059998|1689110105200
1|-7.9799957|-8.639999|-21.23999|1689110105220
1|-7.73999|-8.519989|-20.939987|1689110105240
1|-7.439987|-8.219986|-20.819992|1689110105260
1|-7.439987|-8.7599945|-20.939987|1689110105280
1|-7.439987|-9.23999|-20.64|1689110105300
1|-7.619995|-9.179993|-21.0|1689110105320
1|-7.5599976|-9.059998|-20.759995|1689110105340
1|-8.039993|-8.87999|-20.579987|1689110105359
1|-8.159988|-8.639999|-20.519989|1689110105379
1|-8.279999|-9.23999|-20.339996|1689110105399
1|-8.159988|-9.779999|-21.119995|1689110105419
1|-7.799988|-10.319992|-21.359985|1689110105440
1|-7.5599976|-10.439987|-21.899994|1689110105460
1|-6.719986|-9.839996|-22.259995|1689110105480
1|-5.7599945|-9.23999|-22.199997|1689110105500
1|-5.279999|-8.279999|-22.619995|1689110105520
1|-5.0399933|-7.5599976|-22.439987|1689110105540
1|-5.1599884|-7.0799866|-22.199997|1689110105560
1|-5.519989|-6.5399933|-22.319992|1689110105580
1|-5.6399994|-6.23999|-22.559998|1689110105599
1|-5.5799866|-6.1799927|-22.979996|1689110105619
1|-5.8799896|-5.5799866|-23.519989|1689110105639
1|-5.519989|-5.0399933|-23.579987|1689110105659
1|-5.4599915|-4.919998|-24.179993|1689110105679
1|-5.4599915|-4.439987|-24.23999|1689110105700
1|-5.1599884|-4.3799896|-24.539993|1689110105720
1|-5.519989|-4.0799866|-24.59999|1689110105740
1|-5.7599945|-3.5999908|-24.479996|1689110105760
1|-5.819992|-3.0|-24.59999|1689110105780
1|-5.1599884|-3.0599976|-24.059998|1689110105800
1|-5.1599884|-3.3599854|-24.059998|1689110105820
1|-4.619995|-2.8799896|-24.059998|1689110105840
1|-4.3799896|-3.119995|-23.939987|1689110105859
1|-4.9799957|-3.119995|-24.23999|1689110105879
1|-4.9799957|-3.119995|-23.87999|1689110105899
1|-4.9799957|-3.7799988|-23.459991|1689110105919
1|-4.8599854|-3.9599915|-23.579987|1689110105940
1|-4.8599854|-4.199997|-23.699997|1689110105960
1|-4.8599854|-4.439987|-23.939987|1689110105980
1|-5.5799866|-4.439987|-24.059998|1689110106000
1|-5.7599945|-4.5|-23.87999|1689110106020
1|-6.0599976|-4.019989|-23.759995|1689110106040
1|-5.8799896|-4.2599945|-23.819992|1689110106060
1|-5.3399963|-4.5599976|-23.759995|1689110106080
1|-5.7599945|-4.799988|-23.579987|1689110106099
1|-5.6399994|-5.4599915|-23.579987|1689110106119
1|-5.819992|-5.399994|-23.279999|1689110106139
1|-5.939987|-5.399994|-23.519989|1689110106159
1|-5.939987|-5.4599915|-24.059998|1689110106179
1|-6.0599976|-4.9799957|-24.119995|1689110106200
1|-6.3599854|-4.5599976|-24.359985|1689110106220
1|-6.419998|-4.319992|-24.23999|1689110106240
1|-6.1799927|-4.5599976|-24.0|1689110106260
1|-6.1799927|-4.6799927|-23.939987|1689110106280
1|-6.1799927|-4.799988|-24.059998|1689110106300
1|-6.0599976|-4.919998|-23.819992|1689110106320
1|-6.0599976|-4.5|-23.519989|1689110106340
1|-6.3599854|-5.0399933|-23.399994|1689110106359
1|-6.3599854|-5.3399963|-23.279999|1689110106379
1|-6.3599854|-4.8599854|-23.819992|1689110106399
1|-6.3599854|-4.319992|-24.359985|1689110106419
1|-6.23999|-3.7799988|-24.719986|1689110106440
1|-6.1799927|-3.5399933|-25.079987|1689110106460
1|-6.6599884|-3.6599884|-24.539993|1689110106480
1|-6.419998|-4.019989|-24.419998|1689110106500
1|-6.119995|-4.2599945|-24.359985|1689110106520
1|-6.1799927|-4.1399994|-24.419998|1689110106540
1|-6.23999|-4.799988|-24.59999|1689110106560
1|-6.719986|-4.319992|-24.539993|1689110106580
1|-6.9599915|-3.9599915|-24.179993|1689110106599
1|-7.0799866|-3.7799988|-23.699997|1689110106619
1|-6.779999|-3.0599976|-23.699997|1689110106639
1|-6.6599884|-3.1799927|-23.459991|1689110106659
1|-6.599991|-3.0|-23.699997|1689110106680
