3|walk
4|walk(phone)
1|sit
2|sit(phone)
3|icm4x6xa Accelerometer Non-wakeup|[-2.6577835,4.343003,7.9883223]|1687966110785
3|icm4x6xa Accelerometer Non-wakeup|[-2.499682,4.3142567,7.9883223]|1687966110787
3|icm4x6xa Accelerometer Non-wakeup|[-2.3463712,4.28072,7.9164577]|1687966110790
3|icm4x6xa Accelerometer Non-wakeup|[-2.1930606,4.271138,7.7871017]|1687966110792
3|icm4x6xa Accelerometer Non-wakeup|[-2.0828686,4.261556,7.662537]|1687966110795
3|icm4x6xa Accelerometer Non-wakeup|[-1.9439309,4.2567654,7.4804807]|1687966110797
3|icm4x6xa Accelerometer Non-wakeup|[-1.919976,4.319048,7.1451135]|1687966110800
3|icm4x6xa Accelerometer Non-wakeup|[-1.8720665,4.3334208,6.781001]|1687966110802
3|icm4x6xa Accelerometer Non-wakeup|[-1.704383,4.2471833,6.7187185]|1687966110805
3|icm4x6xa Accelerometer Non-wakeup|[-1.5175357,4.165737,6.5989447]|1687966110807
3|icm4x6xa Accelerometer Non-wakeup|[-1.3450612,4.084291,6.340233]|1687966110809
3|icm4x6xa Accelerometer Non-wakeup|[-1.2109144,4.0076356,6.0240297]|1687966110812
3|icm4x6xa Accelerometer Non-wakeup|[-1.0815586,3.9261894,5.8419733]|1687966110815
3|icm4x6xa Accelerometer Non-wakeup|[-0.98094845,3.8016245,5.784482]|1687966110818
3|icm4x6xa Accelerometer Non-wakeup|[-0.91387504,3.6722686,5.889883]|1687966110820
3|icm4x6xa Accelerometer Non-wakeup|[-0.9282479,3.5572855,6.105476]|1687966110823
3|icm4x6xa Accelerometer Non-wakeup|[-0.96657556,3.4614666,6.2683682]|1687966110825
3|icm4x6xa Accelerometer Non-wakeup|[-1.0623947,3.4183478,6.3737698]|1687966110827
3|icm4x6xa Accelerometer Non-wakeup|[-1.2109144,3.4470937,6.4504247]|1687966110830
3|icm4x6xa Accelerometer Non-wakeup|[-1.4408803,3.4997942,6.4983344]|1687966110832
3|icm4x6xa Accelerometer Non-wakeup|[-1.7379197,3.619568,6.5654078]|1687966110835
3|icm4x6xa Accelerometer Non-wakeup|[-2.0157952,3.7201781,6.651645]|1687966110837
3|icm4x6xa Accelerometer Non-wakeup|[-2.3224165,3.839952,6.8001647]|1687966110839
3|icm4x6xa Accelerometer Non-wakeup|[-2.600292,3.9453533,6.9774303]|1687966110842
3|icm4x6xa Accelerometer Non-wakeup|[-2.8590035,4.0315905,7.1307406]|1687966110844
3|icm4x6xa Accelerometer Non-wakeup|[-3.0937605,4.0794997,7.2744694]|1687966110848
3|icm4x6xa Accelerometer Non-wakeup|[-3.2949808,4.1226187,7.3942432]|1687966110850
3|icm4x6xa Accelerometer Non-wakeup|[-3.4770372,4.1417823,7.4708986]|1687966110852
3|icm4x6xa Accelerometer Non-wakeup|[-3.6303477,4.1513643,7.4804807]|1687966110855
3|icm4x6xa Accelerometer Non-wakeup|[-3.7453308,4.1417823,7.4038253]|1687966110857
3|icm4x6xa Accelerometer Non-wakeup|[-3.821986,4.093873,7.2600965]|1687966110860
