statusId|x|y|z|timestamp
3|-3.9705057|3.0254893|5.305386|1688155995239
3|-3.6543026|2.8721788|5.1233296|1688155995241
3|-3.357263|2.7571957|5.1472845|1688155995244
3|-3.0841787|2.6805406|5.2766404|1688155995246
3|-2.8446307|2.623049|5.410787|1688155995249
3|-2.6242468|2.5895123|5.6647077|1688155995251
3|-2.4517722|2.5607665|5.971329|1688155995254
3|-2.4278176|2.493693|6.1533856|1688155995256
3|-2.4613543|2.417038|6.230041|1688155995258
3|-2.485309|2.3451736|6.3641877|1688155995262
3|-2.5044727|2.2781|6.503125|1688155995264
3|-2.600292|2.2253995|6.608526|1688155995266
3|-2.7536025|2.2062356|6.656436|1688155995269
3|-2.9596138|2.2253995|6.6133175|1688155995271
3|-3.1608338|2.2733092|6.5654078|1688155995274
3|-3.3524723|2.3595464|6.5654078|1688155995276
3|-3.59202|2.512857|6.5558257|1688155995279
3|-3.8124042|2.6997044|6.584572|1688155995281
3|-4.027997|2.9105065|6.57499|1688155995284
3|-4.2196355|3.183591|6.5701985|1688155995287
3|-4.401692|3.4231389|6.560617|1688155995289
3|-4.602912|3.6674776|6.5558257|1688155995292
3|-4.847251|3.9357712|6.6133175|1688155995294
3|-5.1155443|4.199274|6.7043457|1688155995296
3|-5.4173746|4.4436126|6.77621|1688155995299
3|-5.7335777|4.6544147|6.843283|1688155995301
3|-6.0162444|4.846053|6.8480744|1688155995304
3|-6.303702|4.984991|6.852865|1688155995306
3|-6.514504|5.0664372|6.852865|1688155995309
3|-6.6534414|5.08081|6.8384924|1688155995311
3|-6.715724|5.0520644|6.8624473|1688155995313
3|-6.734888|4.984991|6.9103565|1688155995317
3|-6.7205153|4.8987536|6.982221|1688155995319
3|-6.840289|4.721488|6.982221|1688155995322
3|-6.854662|4.5729685|7.0013847|1688155995324
3|-6.7875886|4.438822|7.0732493|1688155995327
3|-6.6869783|4.3286295|7.183441|1688155995329
3|-6.600741|4.2471833|7.331961|1688155995331
3|-6.4713855|4.2088556|7.4804807|1688155995334
3|-6.3420296|4.199274|7.638582|1688155995336
3|-6.2174644|4.2232285|7.8110566|1688155995339
3|-6.0929|4.2567654|8.031441|1688155995341
3|-6.0114536|4.304675|8.237452|1688155995344
3|-6.021035|4.3717484|8.424299|1688155995346
3|-6.068945|4.4531946|8.572819|1688155995348
3|-6.068945|4.553805|8.668638|1688155995351
3|-6.04499|4.63046|8.697384|1688155995354
3|-6.068945|4.644833|8.591983|1688155995357
3|-6.0018716|4.620878|8.476999|1688155995359
3|-5.8533516|4.5777593|8.3763895|1688155995362
3|-5.6904593|4.534641|8.299734|1688155995364
3|-5.5227757|4.4771495|8.203916|1688155995367
3|-5.379047|4.405285|8.151215|1688155995369
3|-5.278437|4.319048|8.098515|1688155995371
