statusId|x|y|z|timestamp
3|-1.4600441|4.644833|9.267508|1688396178106
3|-1.483999|4.472358|9.612456|1688396178109
3|-1.4744171|4.304675|9.962196|1688396178111
3|-1.4552532|4.1369915|10.297564|1688396178114
3|-1.4504622|3.9645169|10.585021|1688396178116
3|-1.4456713|3.839952|10.862896|1688396178118
3|-1.4456713|3.715387|11.107235|1688396178121
3|-1.4360894|3.6243591|11.294083|1688396178123
3|-1.4265075|3.5477037|11.456975|1688396178126
3|-1.4312984|3.4902122|11.567167|1688396178128
3|-1.4360894|3.4279299|11.648613|1688396178131
3|-1.4360894|3.408766|11.706105|1688396178134
3|-1.4456713|3.3943932|11.710896|1688396178136
3|-1.4552532|3.403975|11.677359|1688396178138
3|-1.4456713|3.4183478|11.619867|1688396178141
3|-1.4600441|3.4327207|11.53363|1688396178144
3|-1.4648352|3.4614666|11.437811|1688396178146
3|-1.483999|3.504585|11.322828|1688396178149
3|-1.4935808|3.533331|11.1695175|1688396178151
3|-1.479208|3.5716586|11.025789|1688396178153
3|-1.483999|3.6004043|10.891642|1688396178156
3|-1.483999|3.6483138|10.728749|1688396178158
3|-1.4648352|3.6962235|10.58023|1688396178161
3|-1.4265075|3.7585058|10.465247|1688396178163
3|-1.4073436|3.7872515|10.335891|1688396178166
3|-1.3881798|3.8255792|10.18258|1688396178169
3|-1.3690159|3.868698|10.038852|1688396178171
3|-1.3258973|3.8974435|9.904705|1688396178173
3|-1.2731968|3.9213984|9.775349|1688396178176
3|-1.2300782|3.9166074|9.602875|1688396178179
3|-1.1917505|3.950144|9.396863|1688396178181
3|-1.153423|4.0315905|9.248343|1688396178184
3|-1.1246772|4.089082|9.152525|1688396178186
3|-1.0815586|4.1417823|9.032751|1688396178188
3|-1.0576038|4.184901|8.87944|1688396178191
3|-1.0432309|4.2471833|8.730921|1688396178194
3|-0.9857394|4.285511|8.62552|1688396178196
3|-0.93782985|4.309466|8.510536|1688396178199
3|-0.87075645|4.3334208|8.395554|1688396178201
3|-0.8180559|4.3573756|8.285361|1688396178204
3|-0.7509825|4.3957033|8.165587|1688396178206
3|-0.6887001|4.4436126|8.074559|1688396178209
3|-0.6072538|4.4819403|7.997904|1688396178211
3|-0.5066437|4.515477|7.997904|1688396178213
3|-0.39166075|4.5585957|7.969158|1688396178216
3|-0.28625968|4.5777593|7.9164577|1688396178219
3|-0.19044055|4.6065054|7.8589664|1688396178221
3|-0.07545757|4.601714|7.8014746|1688396178223
3|0.020361567|4.5921326|7.748774|1688396178226
3|0.13055357|4.5921326|7.700865|1688396178228
3|0.20720889|4.5585957|7.638582|1688396178231
3|0.27907324|4.5250587|7.557136|1688396178233
3|0.36051953|4.5011044|7.4948535|1688396178236
3|0.4084291|4.472358|7.42778|1688396178239
3|0.47071153|4.472358|7.3415427|1688396178241
3|0.49945727|4.4771495|7.2457237|1688396178244
3|0.5138301|4.510686|7.106786|1688396178246
3|0.50424826|4.52985|6.982221|1688396178249
3|0.47071153|4.553805|6.857656|1688396178251
3|0.44675675|4.5921326|6.747464|1688396178253
3|0.418011|4.616087|6.651645|1688396178256
3|0.3653105|4.63046|6.52708|1688396178258
3|0.32698283|4.659206|6.416888|1688396178261
3|0.25990942|4.6735787|6.3210692|1688396178263
3|0.17846315|4.6975336|6.230041|1688396178266
3|0.09701688|4.721488|6.139013|1688396178268
3|0.025152525|4.755025|6.081521|1688396178271
3|-0.046711832|4.7598157|6.033612|1688396178274
3|-0.14732192|4.7741885|5.985702|1688396178276
3|-0.20481342|4.8077254|5.952165|1688396178279
3|-0.27667776|4.826889|5.9186287|1688396178281
3|-0.34854212|4.846053|5.9090466|1688396178284
3|-0.41561553|4.874799|5.9186287|1688396178286
3|-0.4635251|4.9035444|5.9425836|1688396178289
3|-0.5114347|4.9274993|5.952165|1688396178291
3|-0.5737171|4.956245|5.97612|1688396178293
3|-0.6455815|4.9802|6.009657|1688396178296
3|-0.7126549|4.9945726|6.0431933|1688396178298
3|-0.78931016|5.0185275|6.0719395|1688396178301
3|-0.8515926|5.047273|6.091103|1688396178303
3|-0.89471126|5.076019|6.1773405|1688396178306
3|-0.96178466|5.1383014|6.2539954|1688396178309
3|-0.98094845|5.176629|6.3210692|1688396178311
3|-1.0192761|5.2197475|6.397724|1688396178314
3|-1.0192761|5.272448|6.4647975|1688396178316
3|-1.0049032|5.320358|6.5318713|1688396178319
3|-0.98094845|5.3826404|6.5797806|1688396178321
3|-0.8995022|5.444923|6.6228995|1688396178324
3|-0.82763785|5.502414|6.7043457|1688396178326
3|-0.74619156|5.540742|6.7426734|1688396178328
3|-0.65037245|5.550324|6.771419|1688396178331
3|-0.5353895|5.564697|6.8193283|1688396178333
3|-0.4539432|5.521578|6.915148|1688396178336
3|-0.2958416|5.53116|7.0445037|1688396178338
3|-0.13774002|5.526369|7.0492945|1688396178341
3|-0.041920874|5.4545045|7.0397124|1688396178343
3|0.053898267|5.4401317|7.07804|1688396178347
3|0.1497174|5.416177|7.087622|1688396178349
3|0.23116368|5.3922224|7.07804|1688396178351
3|0.25990942|5.377849|6.996594|1688396178354
3|0.21199985|5.4305496|6.6228995|1688396178356
3|0.08743497|5.53116|6.115058|1688396178359
3|0.12576263|5.550324|6.397724|1688396178361
3|0.21199985|5.550324|6.8337016|1688396178363
3|0.24074559|5.526369|7.010967|1688396178366
3|0.22158177|5.4688773|6.9438934|1688396178368
3|0.23116368|5.4784594|6.8097467|1688396178371
3|0.21679081|5.4736686|6.656436|1688396178373
3|0.15929933|5.4592957|6.5941534|1688396178376
3|0.077853054|5.507205|6.651645|1688396178378
3|-0.07066662|5.564697|6.781001|1688396178382
3|-0.20960437|5.641352|6.9055657|1688396178384
